index,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Total Unusual Items,Total Unusual Items Excluding Goodwill,Rent Expense Supplemental,Special Income Charges,Other Special Charges,Impairment Of Capital Assets,Restructuring And Mergern Acquisition,Other Operating Expenses,Selling And Marketing Expense,Otherunder Preferred Stock Dividend,Minority Interests,Gain On Sale Of Security,Net Income Discontinuous Operations,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Amortization,Amortization Of Intangibles Income Statement,Average Dilution Earnings,Gain On Sale Of Business,General And Administrative Expense,Other Gand A,Gain On Sale Of Ppe,Write Off,Earnings From Equity Interest,Earnings From Equity Interest Net Of Tax,Other Taxes,Salaries And Wages,Preferred Stock Dividends,Total Other Finance Cost,Depreciation Income Statement,Provision For Doubtful Accounts,Rent And Landing Fees,Excise Taxes,Insurance And Claims,Net Income From Tax Loss Carryforward,Net Income Extraordinary,Securities Amortization,Depletion Income Statement
2020-11-30 00:00:00,2970000.0,0.27,5038000000.0,5260000000.0,757000000.0,1127000000.0,5049000000.0,4292000000.0,-73000000.0,116000000.0,43000000.0,5251970000.0,5260000000.0,8631000000.0,4237000000.0,485000000.0,481000000.0,10.83,10.94,5260000000.0,5260000000.0,5260000000.0,5260000000.0,5260000000.0,-1084000000.0,4176000000.0,12000000.0,1000000.0,-73000000.0,116000000.0,43000000.0,4237000000.0,6909000000.0,2188000000.0,4559000000.0,11146000000.0,1722000000.0,12868000000.0,12868000000.0,11000000.0,11000000.0,,,,,,,3591000000.0,,,11000000.0,,162000000.0,162000000.0,162000000.0,162000000.0,,,968000000.0,968000000.0,,,,,,,,,,,,,,,,,
Symbol,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,,,,,,,ADBE,,,ADBE,,ADBE,ADBE,ADBE,ADBE,,,ADBE,ADBE,,,,,,,,,,,,,,,,,
2023-10-31 00:00:00,-13017510.0,0.081,6326457000.0,3314579000.0,2293103000.0,3094836000.0,6165747000.0,3872644000.0,-223354000.0,264641000.0,41287000.0,3462271490.0,3314579000.0,8321717000.0,3823112000.0,505959000.0,502232000.0,6.55,6.6,3314579000.0,3314579000.0,3314579000.0,3314579000.0,3314579000.0,293424000.0,3608003000.0,-152465000.0,8245000.0,-223354000.0,264641000.0,41287000.0,3983822000.0,3893396000.0,1660194000.0,1273584000.0,7877218000.0,4428321000.0,12305539000.0,12305539000.0,-160710000.0,-160710000.0,,-160710000.0,,,160710000.0,,,,,,,959618000.0,959618000.0,959618000.0,959618000.0,,,,,,,,,,,,,,,,,,,,,
2022-10-31 00:00:00,-31019517.0,0.113,5871165000.0,2748561000.0,2297499000.0,3196552000.0,5596656000.0,3299157000.0,-193502000.0,200408000.0,6906000.0,2992050483.0,2748561000.0,8460744000.0,3278700000.0,523178000.0,519226000.0,5.25,5.29,2748561000.0,2748561000.0,2748561000.0,2748561000.0,2748561000.0,350188000.0,3098749000.0,-260958000.0,13551000.0,-193502000.0,200408000.0,6906000.0,3553209000.0,3979265000.0,1700518000.0,1266175000.0,7532474000.0,4481479000.0,12013953000.0,12013953000.0,-274509000.0,-274509000.0,,-274509000.0,,,274509000.0,,,,,,,1012572000.0,1012572000.0,1012572000.0,1012572000.0,,,,,,,,,,,,,,,,,,,,,
2021-10-31 00:00:00,-80893620.0,0.27,2887779000.0,1390422000.0,1074634000.0,2255451000.0,2588173000.0,1513539000.0,-183605000.0,184825000.0,1220000.0,1609134380.0,1390422000.0,5541629000.0,1692201000.0,401288000.0,397462000.0,3.46,3.5,1390422000.0,1390422000.0,1390422000.0,1390422000.0,1390422000.0,-61708000.0,1328714000.0,-264338000.0,35268000.0,-183605000.0,184825000.0,1220000.0,1776657000.0,2748355000.0,1296126000.0,915418000.0,4525012000.0,2793274000.0,7318286000.0,7318286000.0,-299606000.0,-299606000.0,,-299606000.0,215150000.0,,84456000.0,,,0.0,,,,536811000.0,536811000.0,536811000.0,536811000.0,,,,,,,,,,,,,,,,,,,,,
2020-10-31 00:00:00,-3625395.57813,0.06927,2368182000.0,1220761000.0,810923000.0,1531110000.0,2315845000.0,1504922000.0,-189000000.0,193305000.0,4305000.0,1269472604.42187,1220761000.0,4052475000.0,1498244000.0,371973000.0,368633000.0,3.28,3.31,1220761000.0,1220761000.0,1220761000.0,1220761000.0,1220761000.0,90856000.0,1311617000.0,-49964000.0,2373000.0,-189000000.0,193305000.0,4305000.0,1550581000.0,2139897000.0,1050519000.0,659923000.0,3690478000.0,1912578000.0,5603056000.0,5603056000.0,-52337000.0,-52337000.0,,-52337000.0,49419000.0,,52337000.0,,,0.0,,,,429455000.0,429455000.0,429455000.0,429455000.0,,,,,,,,,,,,,,,,,,,,,
Symbol,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,ADI,,ADI,ADI,,ADI,,,ADI,,,,ADI,ADI,ADI,ADI,,,,,,,,,,,,,,,,,,,,,
2023-12-31 00:00:00,-58672000.0,0.193,6304000000.0,3483000000.0,1059000000.0,86422000000.0,6000000000.0,4941000000.0,-148000000.0,647000000.0,499000000.0,3728328000.0,3483000000.0,89878000000.0,,,,,,3483000000.0,3483000000.0,3483000000.0,3466000000.0,3466000000.0,828000000.0,4294000000.0,385000000.0,138000000.0,-148000000.0,647000000.0,499000000.0,4057000000.0,3456000000.0,,3456000000.0,7513000000.0,86422000000.0,93935000000.0,93935000000.0,-304000000.0,-304000000.0,,-304000000.0,,309000000.0,33000000.0,,,,17000000.0,,,,,,,,,,,38000000.0,,551000000.0,,,,,,,,,,,,,,
2022-12-31 00:00:00,1992000.0,0.166,6645000000.0,4340000000.0,1028000000.0,93986000000.0,6657000000.0,5629000000.0,-103000000.0,396000000.0,293000000.0,4329992000.0,4340000000.0,97344000000.0,,563000000.0,547000000.0,7.71,7.934186,4340000000.0,4340000000.0,4340000000.0,4365000000.0,4365000000.0,868000000.0,5233000000.0,1124000000.0,280000000.0,-103000000.0,396000000.0,293000000.0,4212000000.0,3358000000.0,,3358000000.0,7570000000.0,93986000000.0,101556000000.0,101556000000.0,12000000.0,12000000.0,,12000000.0,,37000000.0,29000000.0,,,,-25000000.0,,,,,,,,,,,78000000.0,,832000000.0,,,,,,,,,,,,,,
2021-12-31 00:00:00,-17446423.181407,0.174464,4674000000.0,2709000000.0,996000000.0,79262000000.0,4574000000.0,3578000000.0,-169000000.0,265000000.0,96000000.0,2791553576.818593,2709000000.0,82256000000.0,,566000000.0,564000000.0,4.79,4.8,2709000000.0,2709000000.0,2709000000.0,2735000000.0,2735000000.0,578000000.0,3313000000.0,489000000.0,-6000000.0,-169000000.0,265000000.0,96000000.0,2993000000.0,2994000000.0,,2994000000.0,5987000000.0,79262000000.0,85249000000.0,85249000000.0,-100000000.0,-100000000.0,,-100000000.0,36000000.0,125000000.0,39000000.0,,,,-26000000.0,96000000.0,,,,,,,,,,100000000.0,,595000000.0,,,,,,,,,,,,,,
2020-12-31 00:00:00,-18954000.0,0.054,3549000000.0,1772000000.0,976000000.0,59902000000.0,3198000000.0,2222000000.0,-228000000.0,339000000.0,111000000.0,2104046000.0,1772000000.0,62589000000.0,,563000000.0,556000000.0,3.15,3.18705,1772000000.0,1772000000.0,1772000000.0,1782000000.0,1782000000.0,101000000.0,1883000000.0,345000000.0,117000000.0,-228000000.0,339000000.0,111000000.0,1766000000.0,2687000000.0,,2687000000.0,4453000000.0,59902000000.0,64355000000.0,64355000000.0,-351000000.0,-351000000.0,,-351000000.0,409000000.0,54000000.0,26000000.0,,,,-10000000.0,111000000.0,,,,,,,,,,138000000.0,0.0,579000000.0,,,,,,,,,,,,,,
Symbol,ADM,ADM,ADM,ADM,ADM,ADM,ADM,ADM,ADM,ADM,ADM,ADM,ADM,ADM,,ADM,ADM,ADM,ADM,ADM,ADM,ADM,ADM,ADM,ADM,ADM,ADM,ADM,ADM,ADM,ADM,ADM,ADM,,ADM,ADM,ADM,ADM,ADM,ADM,ADM,,ADM,ADM,ADM,ADM,,,,ADM,ADM,,,,,,,,,,ADM,ADM,ADM,,,,,,,,,,,,,,
2023-06-30 00:00:00,-3880800.0,0.231,5257000000.0,3412000000.0,549300000.0,9953400000.0,5240200000.0,4690900000.0,-103800000.0,253300000.0,149500000.0,3424919200.0,3412000000.0,13504800000.0,,415700000.0,413700000.0,8.21,8.25,3412000000.0,3412000000.0,3412000000.0,3412000000.0,3412000000.0,1025600000.0,4437600000.0,34000000.0,50800000.0,-103800000.0,253300000.0,149500000.0,4507400000.0,3551400000.0,,3551400000.0,8058800000.0,9953400000.0,18012200000.0,18012200000.0,-16800000.0,-16800000.0,,-2100000.0,,,,,,,,-14700000.0,,,,,,,,,,0.0,2100000.0,,,,,,,,,,,,,,,
2022-06-30 00:00:00,-4477500.0,0.225,4421000000.0,2948900000.0,515100000.0,9461900000.0,4401100000.0,3886000000.0,-40900000.0,81900000.0,41000000.0,2964322500.0,2948900000.0,12695100000.0,,421100000.0,418800000.0,7.0,7.04,2948900000.0,2948900000.0,2948900000.0,2948900000.0,2948900000.0,855200000.0,3804100000.0,41800000.0,61700000.0,-40900000.0,81900000.0,41000000.0,3803200000.0,3233200000.0,,3233200000.0,7036400000.0,9461900000.0,16498300000.0,16498300000.0,-19900000.0,-19900000.0,,-15500000.0,,,,,,,,-4400000.0,,,,,,,,,,7500000.0,23000000.0,,,,,,,,,,,,,,,
2021-06-30 00:00:00,272295.608711,0.226913,3930400000.0,2598500000.0,510700000.0,8640300000.0,3931600000.0,3420900000.0,-23200000.0,59700000.0,36500000.0,2597572295.608711,2598500000.0,11680800000.0,,428100000.0,426300000.0,6.07,6.1,2598500000.0,2598500000.0,2598500000.0,2598500000.0,2598500000.0,762700000.0,3361200000.0,59800000.0,58600000.0,-23200000.0,59700000.0,36500000.0,3324600000.0,3040500000.0,,3040500000.0,6365100000.0,8640300000.0,15005400000.0,15005400000.0,1200000.0,1200000.0,,-10100000.0,,,,,,,,11300000.0,,,,,,,,,,9800000.0,19900000.0,,,,,,,,,,,,,,,
2020-06-30 00:00:00,-2475000.0,0.225,3780700000.0,2466500000.0,480000000.0,8445100000.0,3769700000.0,3289700000.0,-22600000.0,107100000.0,84500000.0,2475025000.0,2466500000.0,11448100000.0,,432700000.0,430800000.0,5.7,5.73,2466500000.0,2466500000.0,2466500000.0,2466500000.0,2466500000.0,716100000.0,3182600000.0,63500000.0,74500000.0,-22600000.0,107100000.0,84500000.0,3141700000.0,3003000000.0,,3003000000.0,6144700000.0,8445100000.0,14589800000.0,14589800000.0,-11000000.0,-11000000.0,,-23900000.0,,,,,,,,12900000.0,,,,,,,,,,6000000.0,29900000.0,,,,,,,,,,,,,,,
Symbol,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,,ADP,ADP,ADP,ADP,ADP,ADP,ADP,,ADP,,,,,,,,ADP,,,,,,,,,,ADP,ADP,,,,,,,,,,,,,,,
Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-31 00:00:00,2080338.266385,0.130021,1151000000.0,823000000.0,150000000.0,370000000.0,1167000000.0,1017000000.0,-71000000.0,71000000.0,,809080338.266385,823000000.0,4016000000.0,989000000.0,218000000.0,216000000.0,3.78,3.81,823000000.0,823000000.0,823000000.0,823000000.0,823000000.0,123000000.0,946000000.0,28000000.0,12000000.0,-71000000.0,71000000.0,,989000000.0,3536000000.0,1219000000.0,2277000000.0,4525000000.0,480000000.0,5005000000.0,4716000000.0,16000000.0,16000000.0,,,,,,,1745000000.0,,,16000000.0,,40000000.0,40000000.0,40000000.0,40000000.0,,,532000000.0,532000000.0,,,,,,,,,,,,,,,,,
2022-01-31 00:00:00,481415.929204,0.120354,774000000.0,497000000.0,148000000.0,310000000.0,778000000.0,630000000.0,-65000000.0,65000000.0,,493481415.929204,497000000.0,3768000000.0,618000000.0,222000000.0,220000000.0,2.24,2.26,497000000.0,497000000.0,497000000.0,497000000.0,497000000.0,68000000.0,565000000.0,12000000.0,8000000.0,-65000000.0,65000000.0,,618000000.0,3350000000.0,1115000000.0,2195000000.0,3968000000.0,418000000.0,4386000000.0,4136000000.0,4000000.0,4000000.0,,0.0,,,0.0,,1623000000.0,,,4000000.0,,40000000.0,40000000.0,40000000.0,40000000.0,,,572000000.0,572000000.0,,,,,,,,,,,,,,,,,
2021-01-31 00:00:00,-10260000.0,0.27,760000000.0,1208000000.0,124000000.0,251000000.0,722000000.0,598000000.0,-51000000.0,51000000.0,,1235740000.0,1208000000.0,3161000000.0,629000000.0,222000000.0,219000000.0,5.44,5.52,1208000000.0,1208000000.0,1208000000.0,1208000000.0,1208000000.0,-661000000.0,547000000.0,-31000000.0,7000000.0,-51000000.0,51000000.0,,629000000.0,2824000000.0,932000000.0,1854000000.0,3453000000.0,337000000.0,3790000000.0,3564000000.0,-38000000.0,-38000000.0,,0.0,,,0.0,,1440000000.0,,,-38000000.0,,38000000.0,38000000.0,38000000.0,38000000.0,,,414000000.0,414000000.0,,,,,,,,,,,,,,,,,
Symbol,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK,,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK,,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK,ADSK,,ADSK,,,ADSK,,ADSK,,,ADSK,,ADSK,ADSK,ADSK,ADSK,,,ADSK,ADSK,,,,,,,,,,,,,,,,,
2023-12-31 00:00:00,-123893490.0,0.21,2484263000.0,-64540000.0,1388671000.0,970775000.0,1894294000.0,505623000.0,-572150000.0,572150000.0,,401535510.0,463009000.0,3899025000.0,510286000.0,911588000.0,911588000.0,0.51,0.51,463009000.0,463009000.0,463009000.0,463009000.0,-64540000.0,4585000.0,-66527000.0,-578011000.0,11958000.0,-572150000.0,572150000.0,,1083634000.0,2890559000.0,,1539579000.0,3974193000.0,1008466000.0,4982659000.0,4982659000.0,-589969000.0,-589969000.0,,-589969000.0,16621000.0,511176000.0,62172000.0,,,,,,527549000.0,1350980000.0,1350980000.0,,,,,,,,,,6572000.0,,,,,,,,,,,,,
2022-12-31 00:00:00,-55205359.0,0.253,2325189000.0,106863000.0,1693575000.0,1122747000.0,2106986000.0,413411000.0,-264265000.0,264265000.0,,269860641.0,132663000.0,4479148000.0,470979000.0,903210000.0,903210000.0,0.15,0.15,132663000.0,132663000.0,132663000.0,132663000.0,106863000.0,37682000.0,149146000.0,-275771000.0,-57568000.0,-264265000.0,264265000.0,,689182000.0,3278656000.0,,1662826000.0,3967838000.0,1200492000.0,5168330000.0,5168330000.0,-218203000.0,-218203000.0,,-218203000.0,,200974000.0,17229000.0,,,,,,25800000.0,1615830000.0,1615830000.0,,,,,,,,,,-4601000.0,,,,,,,,,,,,,
2021-12-31 00:00:00,-21127344.0,0.277,1972042000.0,-344177000.0,1914779000.0,697664000.0,1895770000.0,-19009000.0,-456825000.0,456825000.0,,-289032344.0,-340820000.0,4153773000.0,9791000.0,825365000.0,825365000.0,-0.41,-0.41,-340820000.0,-340820000.0,-340820000.0,-340820000.0,-344177000.0,-131657000.0,-475834000.0,-67959000.0,8313000.0,-456825000.0,456825000.0,,48950000.0,3380988000.0,,1541330000.0,3429938000.0,772785000.0,4202723000.0,4202723000.0,-76272000.0,-76272000.0,,-76272000.0,37113000.0,0.0,39159000.0,,,,,,3357000.0,1839658000.0,1839658000.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
2020-12-31 00:00:00,-45095748.0,0.188,2082908000.0,-632193000.0,1913767000.0,1516528000.0,1843037000.0,-70730000.0,-708189000.0,708189000.0,,-437417748.0,-632193000.0,5153939000.0,40640000.0,778427000.0,776338000.0,-0.82,-0.82,-632193000.0,-632193000.0,-632193000.0,-632193000.0,-632193000.0,-146726000.0,-778919000.0,-231578000.0,8293000.0,-708189000.0,708189000.0,,160848000.0,3637411000.0,,1723644000.0,3798259000.0,1516528000.0,5314787000.0,5314787000.0,-239871000.0,-239871000.0,,-239871000.0,119663000.0,0.0,120208000.0,,,,,,,1913767000.0,1913767000.0,,,,-738000.0,,,,,,0.0,,,,,,,,,,,,,
Symbol,ADT,ADT,ADT,ADT,ADT,ADT,ADT,ADT,ADT,ADT,,ADT,ADT,ADT,ADT,ADT,ADT,ADT,ADT,ADT,ADT,ADT,ADT,ADT,ADT,ADT,ADT,ADT,ADT,ADT,,ADT,ADT,,ADT,ADT,ADT,ADT,ADT,ADT,ADT,,ADT,ADT,ADT,ADT,,,,,,ADT,ADT,ADT,,,,ADT,,,,,,ADT,,,,,,,,,,,,,
2023-12-31 00:00:00,7374626.865672,0.136567,3352000000.0,1152000000.0,1500000000.0,3920000000.0,3406000000.0,1906000000.0,-533000000.0,566000000.0,33000000.0,1105374626.865672,1152000000.0,5942000000.0,1558000000.0,,,,,1152000000.0,1152000000.0,1152000000.0,1157000000.0,1157000000.0,183000000.0,1340000000.0,315000000.0,260000000.0,-533000000.0,566000000.0,33000000.0,1558000000.0,1909000000.0,,,3467000000.0,4033000000.0,7500000000.0,7500000000.0,54000000.0,54000000.0,,54000000.0,-54000000.0,,,,,,-5000000.0,,,1387000000.0,1387000000.0,,,,,,,,,1000000.0,,522000000.0,,,,,,,,,,,,
2022-12-31 00:00:00,6030278.884462,0.140239,3136000000.0,1074000000.0,1438000000.0,4465000000.0,3179000000.0,1741000000.0,-451000000.0,486000000.0,35000000.0,1037030278.884462,1074000000.0,6442000000.0,1515000000.0,259500000.0,258400000.0,4.14,4.16,1074000000.0,1074000000.0,1074000000.0,1079000000.0,1079000000.0,176000000.0,1255000000.0,191000000.0,146000000.0,-451000000.0,486000000.0,35000000.0,1515000000.0,1828000000.0,,,3343000000.0,4614000000.0,7957000000.0,7957000000.0,43000000.0,43000000.0,,43000000.0,-43000000.0,,,,,,-5000000.0,,,1289000000.0,1289000000.0,,,,,,,,,2000000.0,,539000000.0,,,,,,,,,,,,
2021-12-31 00:00:00,6020000.0,0.14,2769000000.0,990000000.0,1277000000.0,3272000000.0,2812000000.0,1535000000.0,-356000000.0,383000000.0,27000000.0,953020000.0,990000000.0,5061000000.0,1333000000.0,257600000.0,256300000.0,3.84,3.86,990000000.0,990000000.0,990000000.0,995000000.0,995000000.0,157000000.0,1152000000.0,175000000.0,120000000.0,-356000000.0,383000000.0,27000000.0,1333000000.0,1658000000.0,,,2991000000.0,3403000000.0,6394000000.0,6394000000.0,43000000.0,43000000.0,,43000000.0,-43000000.0,,,,,,-5000000.0,,,1146000000.0,1146000000.0,,,,,,,,,12000000.0,,512000000.0,,,,,,,,,,,,
2020-12-31 00:00:00,0.0,0.150194,2604000000.0,871000000.0,1153000000.0,2858000000.0,2604000000.0,1451000000.0,-419000000.0,419000000.0,,871000000.0,871000000.0,4494000000.0,1300000000.0,248700000.0,247000000.0,3.5,3.53,871000000.0,871000000.0,871000000.0,877000000.0,877000000.0,155000000.0,1032000000.0,151000000.0,151000000.0,-419000000.0,419000000.0,,1300000000.0,1558000000.0,,,2858000000.0,2936000000.0,5794000000.0,5794000000.0,,,,,,,,,,,-6000000.0,,,1075000000.0,1075000000.0,,,,,,,,,,,483000000.0,,,,,,,,,,,,
Symbol,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,AEE,,,AEE,AEE,AEE,AEE,AEE,AEE,,AEE,AEE,,,,,,AEE,,,AEE,AEE,,,,,,,,,AEE,,AEE,,,,,,,,,,,,
2023-12-31 00:00:00,2207533.843437,0.02472,7113300000.0,2208100000.0,3187000000.0,7758000000.0,7202600000.0,4015600000.0,-1806900000.0,1806900000.0,,2121007533.843437,2208100000.0,15340500000.0,3556200000.0,520206258.0,518903682.0,4.24,4.26,2208100000.0,2208100000.0,2208100000.0,2212600000.0,2212600000.0,54600000.0,2208700000.0,373800000.0,284500000.0,-1806900000.0,1806900000.0,,3641800000.0,7485900000.0,,,11127700000.0,7854600000.0,18982300000.0,18524200000.0,89300000.0,89300000.0,,89300000.0,-174900000.0,,,2903200000.0,,,-4500000.0,,,3090400000.0,3090400000.0,,,,0.0,,,0.0,85600000.0,,58500000.0,1492300000.0,,,,,,,,,,,,
2022-12-31 00:00:00,-361650.966782,0.002231,7264300000.0,2307200000.0,3285700000.0,8264400000.0,7102200000.0,3816500000.0,-1396100000.0,1396100000.0,,2468938349.033218,2307200000.0,15861000000.0,3482700000.0,513484609.0,511841946.0,4.49,4.51,2307200000.0,2307200000.0,2307200000.0,2305600000.0,2305600000.0,5400000.0,2420400000.0,38000000.0,200100000.0,-1396100000.0,1396100000.0,,3778500000.0,7513700000.0,,,11292200000.0,8347300000.0,19639500000.0,19231300000.0,-162100000.0,-162100000.0,,-162100000.0,-133700000.0,,,2841100000.0,,,1600000.0,,,3202800000.0,3202800000.0,,,,-363300000.0,,,116300000.0,48800000.0,,-109400000.0,1469800000.0,,,,,,,,,,,,
2021-12-31 00:00:00,5890182.730204,0.045981,6629300000.0,2488100000.0,3046400000.0,6367400000.0,6757400000.0,3711000000.0,-1199100000.0,1199100000.0,,2365890182.730204,2488100000.0,13369100000.0,3411300000.0,501784032.0,500522177.0,4.96,4.97,2488100000.0,2488100000.0,2488100000.0,2488100000.0,2488100000.0,115500000.0,2511900000.0,288100000.0,160000000.0,-1199100000.0,1199100000.0,,3422900000.0,6781000000.0,,,10203900000.0,6588100000.0,16792000000.0,16424600000.0,128100000.0,128100000.0,,128100000.0,-139700000.0,11600000.0,,2547700000.0,,,0.0,,,2825700000.0,2825700000.0,,,,0.0,,,0.0,11600000.0,,91700000.0,1407600000.0,,,,,,,,,,,,
2020-12-31 00:00:00,2794860.444527,0.018871,6070500000.0,2200100000.0,2906800000.0,5156100000.0,6218600000.0,3311800000.0,-1165700000.0,1165700000.0,,2054794860.444527,2200100000.0,11930800000.0,2987700000.0,497226867.0,495718223.0,4.42,4.44,2200100000.0,2200100000.0,2200100000.0,2196700000.0,2196700000.0,40500000.0,2146100000.0,324100000.0,176000000.0,-1165700000.0,1165700000.0,,2987700000.0,6550700000.0,,,9538400000.0,5380100000.0,14918500000.0,14612900000.0,148100000.0,148100000.0,,148100000.0,-148100000.0,0.0,,2572400000.0,,,3400000.0,,,2682800000.0,2682800000.0,,,,0.0,,,0.0,0.0,,91100000.0,1295500000.0,,,,,,,,,,,,
Symbol,AEP,AEP,AEP,AEP,AEP,AEP,AEP,AEP,AEP,AEP,,AEP,AEP,AEP,AEP,AEP,AEP,AEP,AEP,AEP,AEP,AEP,AEP,AEP,AEP,AEP,AEP,AEP,AEP,AEP,,AEP,AEP,,,AEP,AEP,AEP,AEP,AEP,AEP,,AEP,AEP,AEP,,AEP,,,AEP,,,AEP,AEP,,,,AEP,,,AEP,AEP,,AEP,AEP,,,,,,,,,,,,
2023-12-31 00:00:00,-284130000.0,0.21,3904000000.0,242000000.0,1128000000.0,10164000000.0,2551000000.0,1423000000.0,-768000000.0,1319000000.0,551000000.0,1310870000.0,249000000.0,10431000000.0,,712000000.0,669000000.0,0.35,0.37,249000000.0,249000000.0,249000000.0,-182000000.0,-189000000.0,261000000.0,104000000.0,-1365000000.0,-12000000.0,-768000000.0,1319000000.0,551000000.0,2237000000.0,267000000.0,,267000000.0,2504000000.0,10164000000.0,12668000000.0,12668000000.0,-1353000000.0,-1353000000.0,,-1000000000.0,41000000.0,1079000000.0,-16000000.0,,,,431000000.0,-353000000.0,7000000.0,,,,,,134000000.0,267000000.0,255000000.0,-30000000.0,,,-32000000.0,,12000000.0,,,,,,,,,,,
2022-12-31 00:00:00,-339360000.0,0.21,3617000000.0,-546000000.0,1053000000.0,10069000000.0,2001000000.0,948000000.0,-728000000.0,1117000000.0,389000000.0,730640000.0,-546000000.0,10276000000.0,,668000000.0,668000000.0,-0.82,-0.82,-546000000.0,-546000000.0,-546000000.0,-505000000.0,-505000000.0,265000000.0,-169000000.0,-1782000000.0,-166000000.0,-728000000.0,1117000000.0,389000000.0,2341000000.0,207000000.0,,207000000.0,2548000000.0,10069000000.0,12617000000.0,12617000000.0,-1616000000.0,-1616000000.0,,-1564000000.0,-5000000.0,1540000000.0,-8000000.0,,,,-41000000.0,-52000000.0,0.0,,,,,,-24000000.0,207000000.0,207000000.0,-13000000.0,,,-71000000.0,,0.0,,,,,,,,,,,
2021-12-31 00:00:00,-390390000.0,0.13,3906000000.0,-413000000.0,1056000000.0,8430000000.0,903000000.0,-153000000.0,-613000000.0,911000000.0,298000000.0,2199610000.0,-409000000.0,8596000000.0,,666000000.0,666000000.0,-0.61,-0.61,-409000000.0,-409000000.0,-409000000.0,-951000000.0,-955000000.0,-133000000.0,-1064000000.0,-2996000000.0,7000000.0,-613000000.0,911000000.0,298000000.0,2545000000.0,166000000.0,,166000000.0,2711000000.0,8430000000.0,11141000000.0,11141000000.0,-3003000000.0,-3003000000.0,,-2994000000.0,28000000.0,1575000000.0,-282000000.0,,,,542000000.0,-9000000.0,4000000.0,,,,,,-1683000000.0,166000000.0,166000000.0,10000000.0,1575000000.0,,-24000000.0,,0.0,,,,,,,,,,,
2020-12-31 00:00:00,-291870000.0,0.27,3675000000.0,43000000.0,1068000000.0,6967000000.0,2594000000.0,1526000000.0,-770000000.0,1038000000.0,268000000.0,832130000.0,46000000.0,7132000000.0,,668000000.0,665000000.0,0.07,0.07,46000000.0,46000000.0,46000000.0,152000000.0,149000000.0,216000000.0,488000000.0,-1270000000.0,-189000000.0,-770000000.0,1038000000.0,268000000.0,2528000000.0,165000000.0,,165000000.0,2693000000.0,6967000000.0,9660000000.0,9660000000.0,-1081000000.0,-1081000000.0,,-1136000000.0,216000000.0,864000000.0,0.0,,,,-106000000.0,55000000.0,3000000.0,,,,,,-95000000.0,165000000.0,165000000.0,39000000.0,864000000.0,,-123000000.0,,2000000.0,,,,,,,,,,,
